mgnify	msp
MGYG000002737	msp_1174
MGYG000002543	msp_0963c
MGYG000000377	msp_1100:0.26459143968871596,msp_1357:0.7354085603112841
MGYG000001601	msp_1682c
MGYG000000262	msp_0050
MGYG000004228	msp_1230
MGYG000002682	msp_1588
MGYG000004483	msp_0836
MGYG000000476	msp_1483
MGYG000003042	msp_0407:0.11071442524995635,msp_0456:0.09381047454162969,msp_0778:0.19255834248018724,msp_1520:0.6029167577282267
MGYG000003152	msp_1793
MGYG000004612	msp_0606
MGYG000003874	msp_0949
MGYG000001637	msp_0441
MGYG000002882	msp_0352
MGYG000004223	msp_1817
MGYG000001310	msp_0250
MGYG000002570	msp_0095
MGYG000002021	msp_0220
MGYG000000213	msp_0558
MGYG000004113	msp_0447
MGYG000000409	msp_0353
MGYG000000381	msp_1597
MGYG000004571	msp_0920
MGYG000000988	msp_1906
MGYG000004092	msp_0477
MGYG000001820	msp_0242
MGYG000001369	msp_1287
MGYG000001490	msp_0910
MGYG000004534	msp_1054
MGYG000001427	msp_0562:0.30297618020185363,msp_0999:0.3409591982327127,msp_1159:0.35606462156543367
MGYG000003941	msp_1026
MGYG000004275	msp_0282
MGYG000002298	msp_0189
MGYG000001835	msp_0096
MGYG000004776	msp_1247
MGYG000004763	msp_0256
MGYG000003284	msp_1037
MGYG000000175	msp_1684
MGYG000004072	msp_1061c
MGYG000002282	msp_0098
MGYG000004014	msp_1027
MGYG000002192	msp_1637
MGYG000003974	msp_0645
MGYG000002470	msp_0008
MGYG000002091	msp_1763
MGYG000004896	msp_1901
MGYG000003912	msp_1045
MGYG000003875	msp_0314
MGYG000003238	msp_1496
MGYG000003090	msp_1187
MGYG000002289	msp_0668
MGYG000004632	msp_0687
MGYG000003771	msp_0816c:0.4454229231932592,msp_1851:0.5545770768067408
MGYG000000431	msp_0808
MGYG000001687	msp_0232
MGYG000003854	msp_1902
MGYG000001430	msp_1362
MGYG000004564	msp_0846
MGYG000001680	msp_0960
MGYG000000359	msp_1641
MGYG000001068	msp_0380:0.4958078002163138,msp_1453:0.5041921997836861
MGYG000000734	msp_0730
MGYG000002586	msp_1415
MGYG000001337	msp_0010
MGYG000000561	msp_0444
MGYG000001056	msp_1732
MGYG000004339	msp_1318
MGYG000004017	msp_0560
MGYG000000538	msp_1079
MGYG000002273	msp_1737
MGYG000004219	msp_2058
MGYG000000185	msp_0769
MGYG000000945	msp_1253
MGYG000003278	msp_0596:0.6311605723370429,msp_1143:0.3688394276629571
MGYG000000942	msp_1192
MGYG000000330	msp_1223c
MGYG000001072	msp_0232
MGYG000001661	msp_0520c
MGYG000004341	msp_0270
MGYG000004016	msp_1291
MGYG000001985	msp_0795
MGYG000000008	msp_1265
MGYG000002378	msp_0201
MGYG000000724	msp_0172:0.4611598967728304,msp_0374:0.17413571807304837,msp_0407:0.36470438515412124
MGYG000001049	msp_1877
MGYG000004889	msp_0147:0.21052719889631663,msp_1060c:0.3951433579284712,msp_1171:0.39432944317521207
MGYG000000142	msp_0141
MGYG000002802	msp_0152:0.21589364478330608,msp_0298:0.11278026220023453,msp_0452:0.34702904383686983,msp_0513:0.10298348025946401,msp_0746:0.2213135689201255
MGYG000000252	msp_0722
MGYG000000784	msp_0779
MGYG000001346	msp_0046
MGYG000000662	msp_0821:0.4187380497131931,msp_1093:0.5812619502868069
MGYG000004419	msp_0562:0.1928674535878411,msp_0785:0.3105803853141106,msp_0946:0.1642254948142527,msp_0970:0.16820857584519538,msp_1159:0.1641180904386003
MGYG000002286	msp_0163
MGYG000000696	msp_0694
MGYG000000267	msp_0938
MGYG000002558	msp_0137
MGYG000002779	msp_1590c
MGYG000000717	msp_0937
MGYG000002944	msp_1572
MGYG000002276	msp_0826
MGYG000001148	msp_0289:0.32595374086349405,msp_0587:0.674046259136506
MGYG000004453	msp_1189
MGYG000004114	msp_0060
MGYG000001400	msp_0153
MGYG000003832	msp_1322
MGYG000002036	msp_0452:0.1978687103307334,msp_1551:0.8021312896692665
MGYG000003392	msp_1418c:0.6028265691068081,msp_1543:0.39717343089319196
MGYG000000195	msp_0345
MGYG000003697	msp_0224
MGYG000004572	msp_0647:0.24892766228396376,msp_1084:0.4477662217912763,msp_1628:0.30330611592476
MGYG000002324	msp_0712
MGYG000000782	msp_1495
MGYG000003926	msp_0711c
MGYG000000190	msp_0039
MGYG000001213	msp_0794:0.09238134984301959,msp_0999:0.08010928860926052,msp_1051:0.04712259445438209,msp_1142:0.11928361106104177,msp_1227c:0.0631093523636907,msp_1401c:0.18877928011399653,msp_1528:0.10004431895442212,msp_1531c:0.19949739974704975,msp_1596:0.10967280485313702
MGYG000003694	msp_0015
MGYG000001611	msp_1724
MGYG000000274	msp_0705
MGYG000000186	msp_0981
MGYG000003995	msp_1023
MGYG000000898	msp_0732:0.3239711222863484,msp_1875:0.6760288777136515
MGYG000000712	msp_1044
MGYG000000277	msp_1477
MGYG000002226	msp_0072:0.31909841793046456,msp_0346:0.6809015820695354
MGYG000000450	msp_1256
MGYG000004578	msp_0944
MGYG000003242	msp_0475
MGYG000004262	msp_0312:0.42583638133789853,msp_0850:0.5741636186621015
MGYG000003676	msp_0154
MGYG000002904	msp_0140
MGYG000002704	msp_0766
MGYG000003158	msp_0476
MGYG000004507	msp_0748
MGYG000001375	msp_0367
MGYG000002655	msp_0091:0.27227722772277224,msp_0246:0.7277227722772277
MGYG000002285	msp_0373
MGYG000000124	msp_0626:0.2422806868992005,msp_0754c:0.3786858683132052,msp_1432:0.15379458304308768,msp_1816:0.22523886174450666
MGYG000002805	msp_0784
MGYG000004877	msp_0124:0.26797747017588897,msp_0196:0.05123098694539054,msp_0262:0.14655563980966152,msp_0662:0.15750803433210495,msp_1401c:0.11389042482475281,msp_1606c:0.2628374439122012
MGYG000001781	msp_0577
MGYG000004727	msp_0641
MGYG000002094	msp_0794:0.22987463138054254,msp_0873:0.29593055993816975,msp_0942:0.14348148360638532,msp_1142:0.16277120817814802,msp_1531c:0.1679421168967543
MGYG000003293	msp_1342
MGYG000002781	msp_1200
MGYG000004832	msp_1323
MGYG000000136	msp_0169
MGYG000000200	msp_0162
MGYG000004739	msp_0457
MGYG000002606	msp_1836
MGYG000002328	msp_0360
MGYG000004435	msp_1676
MGYG000004237	msp_0302
MGYG000003925	msp_0433
MGYG000004327	msp_0755c
MGYG000002351	msp_0341:0.45577218690738486,msp_0633:0.5442278130926151
MGYG000002158	msp_1655c
MGYG000003672	msp_1398
MGYG000002583	msp_0964
MGYG000001738	msp_0428
MGYG000001076	msp_0321
MGYG000003456	msp_0504
MGYG000000044	msp_0027
MGYG000002163	msp_0585
MGYG000001292	msp_0166
MGYG000003150	msp_0963c:0.22836936952751072,msp_1063c:0.09636036351201972,msp_1168:0.312607537891259,msp_1648:0.36266272906921054
MGYG000003411	msp_1111
MGYG000000495	msp_0683
MGYG000002369	msp_1682c
MGYG000000429	msp_0804
MGYG000000742	msp_0834
MGYG000004438	msp_1029
MGYG000001538	msp_1159
MGYG000002592	msp_1083
MGYG000000994	msp_0926
MGYG000002785	msp_0113:0.3026854148369196,msp_0204:0.1827536659196315,msp_0242:0.13091488568281295,msp_0274:0.38364603356063604
MGYG000002253	msp_1160:0.6407316485497646,msp_1518:0.3592683514502354
MGYG000001356	msp_0385
MGYG000001454	msp_1060c
MGYG000000844	msp_0228
MGYG000000096	msp_0890c
MGYG000004604	msp_1305
MGYG000003834	msp_1149
MGYG000002387	msp_0925
MGYG000000206	msp_0655
MGYG000004282	msp_0481
MGYG000002494	msp_1432
MGYG000001529	msp_0950c
MGYG000001434	msp_1070
MGYG000001898	msp_0394
MGYG000001489	msp_0028
MGYG000001784	msp_0226
MGYG000000929	msp_0872
MGYG000002143	msp_0534
MGYG000000537	msp_1256
MGYG000004897	msp_0566:0.7811154132254234,msp_0867:0.2188845867745765
MGYG000001311	msp_0772
MGYG000000263	msp_0065
MGYG000000143	msp_0671
MGYG000000567	msp_0675
MGYG000002129	msp_0678
MGYG000002362	msp_0574c
MGYG000000074	msp_0032
MGYG000003709	msp_0212:0.14236879458579538,msp_1489c:0.7415803691193855,msp_1697:0.11605083629481917
MGYG000001386	msp_0020
MGYG000000050	msp_1403
MGYG000004323	msp_0271
MGYG000001550	msp_1300c:0.23603644389112105,msp_1990:0.7639635561088789
MGYG000003179	msp_1709
MGYG000002113	msp_1613
MGYG000003953	msp_1574
MGYG000004234	msp_0828
MGYG000002909	msp_0974c
MGYG000001459	msp_0610
MGYG000002975	msp_1938
MGYG000001154	msp_1217
MGYG000000168	msp_1340
MGYG000004829	msp_0741
MGYG000003727	msp_1057c
MGYG000004779	msp_1672
MGYG000004811	msp_0213:0.018926600381948662,msp_0364:0.21843948975854124,msp_0442:0.08666420792408083,msp_0457:0.11377169824201852,msp_0477:0.46979451906973935,msp_0484:0.04477154032910049,msp_1016:0.0476319442945708
MGYG000001932	msp_1094
MGYG000004299	msp_1226
MGYG000003980	msp_0566
MGYG000001922	msp_1257
MGYG000002956	msp_1196:0.509030435249097,msp_1265:0.4909695647509031
MGYG000000652	msp_0187
MGYG000004006	msp_0214
MGYG000004439	msp_1871
MGYG000004513	msp_0120
MGYG000002097	msp_1485
MGYG000001352	msp_0278
MGYG000000002	msp_0208
MGYG000002773	msp_0546
MGYG000002487	msp_1339
MGYG000000254	msp_0062
MGYG000002327	msp_0331
MGYG000000412	msp_0656
MGYG000002272	msp_0389
MGYG000000080	msp_0200
MGYG000002322	msp_0005
MGYG000002910	msp_0677c
MGYG000000035	msp_0112
MGYG000000226	msp_0486
MGYG000002270	msp_1697
MGYG000004185	msp_1821
MGYG000000416	msp_0504:0.4230635382023696,msp_1509:0.5769364617976304
MGYG000002177	msp_1135
MGYG000000026	msp_0281:0.414826712871361,msp_0458:0.585173287128639
MGYG000001306	msp_0043
MGYG000003237	msp_0073
MGYG000002553	msp_1644
MGYG000003074	msp_0186
MGYG000003480	msp_1824
MGYG000004381	msp_0029:0.45161290322580644,msp_1831:0.5483870967741936
MGYG000001760	msp_1443
MGYG000000202	msp_1541
MGYG000002386	msp_1223c
MGYG000000335	msp_0153:0.28189910979228483,msp_0890c:0.7181008902077151
MGYG000002106	msp_0785:0.13404353570324604,msp_1227c:0.1370375369465541,msp_1531c:0.2951091932538181,msp_1596:0.4338097340963818
MGYG000003938	msp_0704:0.25243499961402915,msp_1060c:0.5052749425054779,msp_1877:0.24229005788049282
MGYG000002745	msp_1244
MGYG000003464	msp_2046
MGYG000000260	msp_1244
MGYG000003315	msp_1244
MGYG000004421	msp_1244
MGYG000001998	msp_1831
MGYG000002209	msp_0721
MGYG000002915	msp_1244
MGYG000000686	msp_1197
MGYG000003364	msp_1244
MGYG000003824	msp_0597
MGYG000001804	msp_1488
MGYG000004868	msp_1244
MGYG000002006	msp_0958
MGYG000000976	msp_1675
MGYG000001000	msp_0152:0.10579769739089555,msp_0403:0.21691419657336947,msp_0468:0.4010505336220322,msp_0947:0.2762375724137028
MGYG000004894	msp_0069:0.06406766998477496,msp_0131:0.14253466521024524,msp_0313:0.11750510267530004,msp_0709:0.1428755702899571,msp_1042:0.19718534380340588,msp_1219:0.14477535776558334,msp_1476:0.19105629027073345
MGYG000003530	msp_0508
MGYG000003763	msp_0739c:0.1368012748962559,msp_1126:0.8631987251037441
MGYG000003757	msp_1457
MGYG000001012	msp_1215:0.31913819454264003,msp_1361:0.20437570841422803,msp_1570:0.17475409884981838,msp_1600:0.3017319981933135
MGYG000002564	msp_1640:0.5789429577372002,msp_1857:0.4210570422627997
MGYG000003490	msp_0034:0.2881062781153172,msp_0314:0.0781406261555001,msp_1549:0.3400173192171761,msp_1652:0.10312000664783211,msp_1743:0.19061576986417447
MGYG000002839	msp_0602c:0.44017642120371026,msp_0853c:0.5598235787962897
MGYG000003872	msp_0340:0.6961285510887874,msp_1039:0.3038714489112126
MGYG000000097	msp_1208
MGYG000003786	msp_0935
MGYG000000868	msp_1244
MGYG000000155	msp_0843
MGYG000002076	msp_1244
MGYG000001954	msp_1048
MGYG000004217	msp_1244
MGYG000001150	msp_1244
MGYG000004204	msp_1540
MGYG000002721	msp_1984
MGYG000002824	msp_1244
MGYG000000826	msp_1244
MGYG000004107	msp_1654
MGYG000001063	msp_1353:0.5017543859649123,msp_1747:0.4982456140350877
MGYG000003597	msp_0995
MGYG000002640	msp_0313
MGYG000000547	msp_0281:0.48583692936397,msp_0458:0.51416307063603
MGYG000000545	msp_0152:0.2065182285518875,msp_0208:0.18632365483396973,msp_0250:0.6071581166141428
MGYG000004057	msp_0657
MGYG000004242	msp_0985
MGYG000001102	msp_1345c
MGYG000002195	msp_0104:0.19098526437445826,msp_0109:0.8090147356255418
MGYG000000750	msp_0823
MGYG000001967	msp_1395
MGYG000002203	msp_0849
MGYG000004068	msp_1012
MGYG000004798	msp_0403
MGYG000003977	msp_1235
MGYG000002867	msp_0225
MGYG000000869	msp_0013:0.10829710146538526,msp_0529:0.04579488974285437,msp_0821:0.14114434090642572,msp_0854:0.39798897897595326,msp_1180:0.3067746889093813
MGYG000002269	msp_1336
MGYG000004590	msp_1244
MGYG000000878	msp_1244
MGYG000002766	msp_1244
MGYG000004719	msp_0072
MGYG000002496	msp_0140
MGYG000003624	msp_0662
MGYG000004707	msp_0227:0.1535181236673774,msp_0735:0.8464818763326226
MGYG000000674	msp_0031:0.13060962612758814,msp_0071:0.14459530289394834,msp_1508:0.15198211040301168,msp_1629:0.572812960575452
MGYG000004887	msp_0588
MGYG000000822	msp_1547c
MGYG000001980	msp_1691
MGYG000002777	msp_0212:0.5444444444444444,msp_0926:0.45555555555555555
MGYG000000592	msp_0064
MGYG000004481	msp_0069
MGYG000002734	msp_1244
MGYG000001541	msp_0380
MGYG000003093	msp_1244
MGYG000001422	msp_1578c
MGYG000000261	msp_1244
MGYG000001782	msp_1390
MGYG000004330	msp_1244
MGYG000003803	msp_0005
MGYG000002593	msp_1947
MGYG000003332	msp_0746
MGYG000002315	msp_1336
MGYG000000320	msp_1244
MGYG000004374	msp_1244
MGYG000000864	msp_0582:0.46899637060244725,msp_2005:0.5310036293975529
MGYG000001896	msp_0589c
MGYG000000838	msp_1296c
MGYG000002011	msp_1172
MGYG000000986	msp_1244
MGYG000001392	msp_0844c
MGYG000004817	msp_0110:0.16574107639500424,msp_0213:0.0784573142698245,msp_0396:0.20214847383583193,msp_0573:0.2916739721125713,msp_1009:0.10413051920104978,msp_1627:0.1578486441857183
MGYG000001785	msp_1999
MGYG000003427	msp_0052:0.11776677757039682,msp_1055:0.774606832751765,msp_1405:0.10762638967783818
MGYG000001950	msp_0882c
MGYG000000883	msp_1021
MGYG000000906	msp_1207
MGYG000002753	msp_0404:0.07976774340372098,msp_0592:0.4516104937254642,msp_0596:0.09112356798550068,msp_0654:0.12160866973781012,msp_0917:0.25588952514750407
MGYG000001226	msp_0566
MGYG000000445	msp_2195
MGYG000000940	msp_1244
MGYG000001100	msp_0380
MGYG000004813	msp_1058c
MGYG000002595	msp_0615:0.762739401075116,msp_0682:0.23726059892488405
MGYG000003707	msp_1244
MGYG000000510	msp_0420
MGYG000002087	msp_1244
MGYG000000382	msp_1454
MGYG000003827	msp_0220
MGYG000001161	msp_1244
MGYG000004182	msp_1843
MGYG000000230	msp_0486
MGYG000003996	msp_0521
MGYG000002919	msp_1244
MGYG000004859	msp_0573:0.1963984188616942,msp_0785:0.630750931885029,msp_1159:0.17285064925327678
MGYG000001121	msp_1244
MGYG000004900	msp_0573:0.15732113353951105,msp_1051:0.5806228787607698,msp_1140:0.2620559876997191
MGYG000002732	msp_1244
MGYG000000649	msp_1244
MGYG000002141	msp_0075
MGYG000003148	msp_0868
MGYG000002656	msp_0311:0.07648249021869837,msp_0734:0.1666173276764443,msp_0755c:0.09373333199284213,msp_0763:0.4702553605064622,msp_1298:0.19291148960555282
MGYG000002727	msp_1238
MGYG000002643	msp_0618
MGYG000000323	msp_0403:0.31432748538011696,msp_1489c:0.685672514619883
MGYG000001053	msp_0826
MGYG000000985	msp_1244
MGYG000004827	msp_1244
MGYG000002830	msp_0884:0.6719777498700947,msp_1219:0.32802225012990527
MGYG000000576	msp_0380:0.5220824802573852,msp_1418c:0.4779175197426148
MGYG000000720	msp_0073
MGYG000004180	msp_0027:0.15809681516275692,msp_0083:0.17962302852746803,msp_0264:0.15077953943427505,msp_0316:0.2344270735808772,msp_0590:0.12088814293780974,msp_1298:0.15618540035681305
MGYG000002050	msp_1244
MGYG000001088	msp_0881
MGYG000000728	msp_0208:0.1576615365345775,msp_1060c:0.8423384634654225
MGYG000003076	msp_0062:0.20144571937353917,msp_1632:0.7985542806264607
MGYG000000880	msp_1244
MGYG000001834	msp_1633
MGYG000002832	msp_0251:0.36595174262734587,msp_0330:0.6340482573726541
MGYG000002791	msp_0242
MGYG000002641	msp_0893
MGYG000001793	msp_2005
MGYG000003157	msp_1244
MGYG000002150	msp_0152:0.5078801000736791,msp_1949:0.49211989992632077
MGYG000003653	msp_0281
MGYG000002786	msp_2012
MGYG000001934	msp_0803
MGYG000004095	msp_1064:0.2107068337817114,msp_1065:0.244222773165398,msp_2060:0.5450703930528906
MGYG000002498	msp_0030:0.10279232425456238,msp_0108:0.09135086248122187,msp_0209:0.12011820972868113,msp_0341:0.10907818580969747,msp_0865:0.12738460851527109,msp_1352:0.157829203909407,msp_1511c:0.1041674525112978,msp_1766:0.08517903273903342,msp_1815:0.10210012005082796
MGYG000002880	msp_2211
MGYG000004841	msp_0838:0.24122888145444288,msp_0897:0.34701834462677533,msp_1023:0.14116799683760778,msp_1745:0.270584777081174
MGYG000004846	msp_1244
MGYG000002090	msp_0596:0.03477764949457789,msp_0612:0.08309674393818758,msp_0747:0.24574306909337892,msp_0976:0.11795718230635181,msp_1096:0.05974854665125914,msp_1626:0.08571351946935989,msp_1638:0.09478752313424545,msp_1917:0.27817576591263926
MGYG000003084	msp_0105:0.11632523916337192,msp_0114:0.11368148372784075,msp_0154:0.27012517427673255,msp_0521:0.16898598932516867,msp_0673:0.1271691173904659,msp_0803:0.08714088536145904,msp_0823:0.0785823491041383,msp_1659c:0.03798976165082273
MGYG000000978	msp_1418c:0.6541185672706454,msp_1543:0.34588143272935445
MGYG000000858	msp_1244
MGYG000001166	msp_0032:0.10399210243865067,msp_0106:0.18931895572164611,msp_0311:0.057184984495559754,msp_0734:0.18588068289704485,msp_0755c:0.21491827778620812,msp_0763:0.15844290285717164,msp_1298:0.0902620938037188
MGYG000003816	msp_0517
MGYG000003236	msp_1671c:0.28793774319066145,msp_1672:0.7120622568093385
MGYG000003068	msp_0315:0.1266540642722117,msp_0506:0.8733459357277882
MGYG000003703	msp_1244
MGYG000000886	msp_1979
MGYG000003240	msp_0151
MGYG000002916	msp_1244
MGYG000002958	msp_1244
MGYG000004109	msp_0348
MGYG000004788	msp_1547c
MGYG000000492	msp_2195
MGYG000004899	msp_0336
MGYG000004324	msp_1244
MGYG000002131	msp_0387
MGYG000004519	msp_1112
MGYG000001061	msp_1244
MGYG000004542	msp_1244
MGYG000002067	msp_1060c
MGYG000003477	msp_0488:0.2655028787729602,msp_0696:0.4282820826374285,msp_0744:0.30621503858961124
MGYG000001890	msp_1526
MGYG000004594	msp_1093:0.5531040971464113,msp_1261:0.08558197789621748,msp_1376:0.3613139249573712
MGYG000002675	msp_0636:0.1016781836130306,msp_0849:0.8983218163869694
MGYG000002837	msp_0180
MGYG000002219	msp_0076:0.1589790147959286,msp_0178:0.08841319993832299,msp_0229:0.04757550442777789,msp_0720:0.3764061967962427,msp_0854:0.11795217226794702,msp_1075:0.2106739117737809
MGYG000003015	msp_0881
MGYG000000434	msp_1043
MGYG000004653	msp_0110:0.4852599298650388,msp_0471:0.12521328351403863,msp_0946:0.3895267866209226
MGYG000004540	msp_1376:0.20084605134054376,msp_1516:0.7991539486594563
MGYG000001862	msp_0204:0.5513839723210753,msp_0242:0.4486160276789248
MGYG000004888	msp_0313:0.6209389025318447,msp_1219:0.37906109746815525
MGYG000002646	msp_0884:0.6309950266341545,msp_1219:0.3690049733658455
MGYG000001908	msp_2006
MGYG000003970	msp_0208:0.30873326924499006,msp_0640:0.23463728462619243,msp_0729:0.45662944612881756
MGYG000001739	msp_0961:0.19043133924486771,msp_1050:0.08213501663832211,msp_1235:0.04018433609724362,msp_1348:0.20500900152925203,msp_1372:0.15700524002166555,msp_1446:0.32523506646864897
MGYG000001700	msp_0005:0.5203402404009648,msp_0341:0.17431724490220527,msp_1432:0.3053425146968299
MGYG000004721	msp_1983
MGYG000003370	msp_1418c:0.6677551919646879,msp_1543:0.3322448080353121
MGYG000000931	msp_1165
MGYG000004175	msp_1285:0.19244758583487467,msp_1290:0.19244758583487467,msp_1380:0.5050949927227607,msp_1915:0.11000983560748986
MGYG000000368	msp_1298
MGYG000000632	msp_0466
MGYG000001592	msp_0545:0.4545671722906794,msp_1519:0.10224307218696134,msp_1572:0.15829633293887188,msp_1652:0.2848934225834874
MGYG000002651	msp_0893
MGYG000004838	msp_0360
MGYG000004902	msp_0846
MGYG000001323	msp_0082c
MGYG000002712	msp_0396
MGYG000004110	msp_2060
MGYG000003857	msp_1154
MGYG000001563	msp_1259c
MGYG000000337	msp_0100
MGYG000002259	msp_0818
MGYG000000056	msp_1052
MGYG000001201	msp_1157
MGYG000001977	msp_1346c
MGYG000003356	msp_1603c
MGYG000001216	msp_0222
MGYG000001010	msp_1219
MGYG000001833	msp_1501
MGYG000000995	msp_1244
MGYG000004100	msp_1609c
MGYG000002266	msp_1179:0.47354078192851673,msp_1343:0.13046531747010154,msp_1348:0.04729568845401955,msp_1516:0.3486982121473623
MGYG000001239	msp_0132:0.20328259195477344,msp_0422:0.21042924557818343,msp_0486:0.3456891135915398,msp_1221:0.08613342344750359,msp_1233:0.15446562542799988
MGYG000000744	msp_1244
MGYG000001210	msp_1529
MGYG000000222	msp_1814
MGYG000004711	msp_0062:0.40447001886115813,msp_0117:0.5955299811388419
MGYG000002229	msp_0640:0.10327182414003702,msp_0766:0.19445155350345325,msp_0903:0.2881668324880444,msp_1238:0.4141097898684653
MGYG000004029	msp_0808:0.5309270419094299,msp_1008:0.18842675911142776,msp_1589:0.2806461989791424
MGYG000000854	msp_0607
MGYG000000588	msp_1625
MGYG000004079	msp_1587
MGYG000003054	msp_1002
MGYG000000331	msp_1244
MGYG000004377	msp_0684:0.4514255543822598,msp_1546:0.5485744456177403
MGYG000000609	msp_1686
MGYG000000305	msp_1989
MGYG000004208	msp_1546
MGYG000000392	msp_0529
MGYG000004549	msp_1244
MGYG000003357	msp_0983:0.3422807279764911,msp_1190c:0.6577192720235088
MGYG000000471	msp_2010
MGYG000001753	msp_1244
MGYG000000388	msp_0249:0.3181218672668329,msp_0477:0.27046798431593083,msp_1177:0.24896493960013014,msp_1349:0.16244520881710617
MGYG000003668	msp_0319:0.7145833333333333,msp_0513:0.28541666666666665
MGYG000004428	msp_0802:0.5208791208791208,msp_1836:0.4791208791208791
MGYG000002334	msp_1099c
MGYG000001812	msp_2053
MGYG000003590	msp_1242
MGYG000002005	msp_1462
MGYG000000477	msp_1521
MGYG000002847	msp_1244
MGYG000004783	msp_0093:0.7453416149068324,msp_1298:0.2546583850931677
MGYG000002769	msp_0856
MGYG000002807	msp_1267
MGYG000003296	msp_0692:0.5315068493150685,msp_1355:0.4684931506849315
MGYG000004102	msp_1741
MGYG000003550	msp_0329:0.2196973685905856,msp_0454:0.7803026314094142
MGYG000001594	msp_1718
MGYG000001146	msp_0904
MGYG000000480	msp_1829
MGYG000002165	msp_1996
MGYG000004303	msp_0748:0.6148786040225136,msp_0818:0.3851213959774863
MGYG000000102	msp_0515:0.2086859564288207,msp_1866:0.3277896486345379,msp_1908:0.46352439493664144
MGYG000001555	msp_0610
MGYG000004665	msp_1222:0.274703557312253,msp_1947:0.7252964426877471
MGYG000002178	msp_2042
MGYG000000286	msp_1219:0.3295774647887324,msp_1418c:0.6704225352112676
MGYG000003066	msp_1244
MGYG000002215	msp_0901:0.4371983865695102,msp_1121:0.5628016134304898
MGYG000001569	msp_1386
MGYG000002159	msp_0400
MGYG000002663	msp_1014
MGYG000001837	msp_1150
MGYG000002989	msp_1353
MGYG000001836	msp_1210
MGYG000001069	msp_0135:0.20659993701928475,msp_0141:0.43135999229806743,msp_1060c:0.3620400706826479
MGYG000004187	msp_1419
MGYG000002495	msp_0626:0.22417209933155174,msp_0754c:0.5073006420027759,msp_1816:0.2685272586656724
MGYG000001289	msp_0742
MGYG000004281	msp_0155
MGYG000003867	msp_0232:0.6313040475363898,msp_1939:0.3686959524636102
MGYG000000905	msp_0946:0.15298049653733625,msp_0999:0.11308845318190647,msp_1244:0.3736835844271692,msp_1436:0.30695437292231753,msp_1531c:0.053293092931270464
MGYG000001176	msp_1244:0.5236649074802423,msp_1377:0.4763350925197577
MGYG000003876	msp_0297
MGYG000003489	msp_0257:0.14646839459318892,msp_0300:0.02992048514652496,msp_0339:0.5799195154803996,msp_0475:0.0683613733480206,msp_1824:0.17533023143186602
MGYG000002232	msp_1997
MGYG000000959	msp_1985
MGYG000001986	msp_1244
MGYG000003950	msp_1100
MGYG000004104	msp_1163
MGYG000004539	msp_2130
MGYG000001921	msp_0025
MGYG000001797	msp_1819
MGYG000002122	msp_1244
MGYG000001064	msp_0742
MGYG000001221	msp_1244
MGYG000004831	msp_0777
MGYG000004834	msp_0877
MGYG000001172	msp_1783
MGYG000002430	msp_0844c
MGYG000003291	msp_0399:0.8579136690647482,msp_0893:0.1420863309352518
MGYG000002735	msp_1244
MGYG000002661	msp_1669
MGYG000001582	msp_1244
MGYG000004904	msp_1675
MGYG000004881	msp_0307:0.2139323595878479,msp_0468:0.6109283486962339,msp_0563:0.17513929171591816
MGYG000002702	msp_1545
MGYG000003057	msp_0291:0.7644749754661433,msp_0312:0.23552502453385674
MGYG000002764	msp_1244
MGYG000002247	msp_0075:0.26176706446491504,msp_0237:0.16577862412015945,msp_0332:0.5724543114149255
MGYG000001118	msp_0468
MGYG000001092	msp_1244
MGYG000001266	msp_0005
MGYG000000533	msp_0538
MGYG000003294	msp_0333
MGYG000000911	msp_0166:0.23469867565310337,msp_0280:0.1917399605938317,msp_0396:0.17619347730243995,msp_0666:0.1647440816654583,msp_1634:0.2326238047851667
MGYG000000949	msp_1244
MGYG000002631	msp_0881
MGYG000001091	msp_0172:0.5372244153130263,msp_0626:0.2061532641581528,msp_1432:0.2566223205288209
MGYG000004619	msp_1244
MGYG000003032	msp_1244
MGYG000003939	msp_1176
MGYG000001153	msp_0046
MGYG000002415	msp_0228:0.3990919203933399,msp_1058c:0.60090807960666
MGYG000000448	msp_0531:0.07190265486725664,msp_1984:0.9280973451327433
MGYG000001892	msp_1887
MGYG000001718	msp_1244
MGYG000000351	msp_0984
MGYG000000421	msp_0578:0.12803234020918916,msp_0757:0.08546818780953362,msp_1037:0.3195394391974903,msp_1109:0.07772561930790284,msp_1139:0.1870423567362825,msp_1324:0.036447467283463736,msp_1359:0.0493158119691687,msp_1373:0.11642877748696931
MGYG000000197	msp_1244
MGYG000002516	msp_0228:0.19782884158488384,msp_1058c:0.8021711584151161
MGYG000002855	msp_1244
MGYG000003889	msp_0839
MGYG000000023	msp_0742
MGYG000003028	msp_1244
MGYG000000661	msp_2152
MGYG000003104	msp_0210:0.15025113721582828,msp_0220:0.25086025891824054,msp_0286:0.10381113151978523,msp_0387:0.21525962811466184,msp_0572:0.14616278825045428,msp_1491:0.1336550559810298
MGYG000004403	msp_0169:0.43142750316394124,msp_1912:0.5685724968360587
MGYG000002557	msp_1244
MGYG000003815	msp_1024
MGYG000002000	msp_1542
MGYG000000398	msp_1020
MGYG000004808	msp_1606c
MGYG000001495	msp_1336
MGYG000003766	msp_1587
